CustomerId,AccountId,PrimaryContactId,CardNumber,RegistrationChannel,RegistrationDate,Status
CU000031,AC00391,CO000186,9488631038855,InStore,<bound method Timestamp.date of Timestamp('2025-05-02 00:00:00')>,Active
CU000032,AC00435,CO000748,9720314193057,InStore,<bound method Timestamp.date of Timestamp('2025-05-08 00:00:00')>,Suspended
CU000033,AC00299,CO000466,9563465928196,InStore,<bound method Timestamp.date of Timestamp('2023-11-22 00:00:00')>,Active
CU000034,AC00175,CO000895,9653377880253,SalesRep,<bound method Timestamp.date of Timestamp('2023-12-31 00:00:00')>,Active
CU000035,AC00181,CO000671,9691431562877,InStore,<bound method Timestamp.date of Timestamp('2025-08-13 00:00:00')>,Active
CU000036,AC00262,CO000443,9899122472949,InStore,<bound method Timestamp.date of Timestamp('2024-11-24 00:00:00')>,Active
CU000037,AC00090,CO000928,9413059772417,InStore,<bound method Timestamp.date of Timestamp('2023-12-05 00:00:00')>,Active
CU000038,AC00366,CO000926,9111336135212,InStore,<bound method Timestamp.date of Timestamp('2022-04-10 00:00:00')>,Active
CU000039,AC00520,CO000901,9999917872667,InStore,<bound method Timestamp.date of Timestamp('2024-06-08 00:00:00')>,Active
CU000040,AC00161,CO000900,9624811833103,Online,<bound method Timestamp.date of Timestamp('2022-07-23 00:00:00')>,Active
CU000041,AC00037,CO000250,9427209507972,InStore,<bound method Timestamp.date of Timestamp('2025-04-24 00:00:00')>,Active
CU000042,AC00053,CO000879,9300481075842,SalesRep,<bound method Timestamp.date of Timestamp('2025-05-17 00:00:00')>,Active
CU000043,AC00146,CO000619,9551493520288,InStore,<bound method Timestamp.date of Timestamp('2022-12-14 00:00:00')>,Active
CU000044,AC00237,CO000870,9864542569781,InStore,<bound method Timestamp.date of Timestamp('2023-12-06 00:00:00')>,Active
CU000045,AC00342,CO000188,9213863483306,SalesRep,<bound method Timestamp.date of Timestamp('2024-04-05 00:00:00')>,Active
CU000046,AC00165,CO000018,9829963245974,InStore,<bound method Timestamp.date of Timestamp('2025-05-11 00:00:00')>,Active
CU000047,AC00242,CO000315,9819172221762,InStore,<bound method Timestamp.date of Timestamp('2025-07-07 00:00:00')>,Active
CU000048,AC00600,CO000042,9897344998881,Online,<bound method Timestamp.date of Timestamp('2023-06-11 00:00:00')>,Active
CU000049,AC00499,CO000914,9949233341466,SalesRep,<bound method Timestamp.date of Timestamp('2023-07-22 00:00:00')>,Active
CU000050,AC00163,CO000839,9189345358630,Online,<bound method Timestamp.date of Timestamp('2022-05-02 00:00:00')>,Active
CU000051,AC00336,CO000547,9890704274323,InStore,<bound method Timestamp.date of Timestamp('2024-08-01 00:00:00')>,Active
CU000052,AC00511,CO000312,9820542789120,Online,<bound method Timestamp.date of Timestamp('2024-07-19 00:00:00')>,Active
CU000053,AC00029,CO000719,9610924921941,Online,<bound method Timestamp.date of Timestamp('2023-12-09 00:00:00')>,Active
CU000054,AC00061,CO000562,9119682895291,Online,<bound method Timestamp.date of Timestamp('2025-06-27 00:00:00')>,Active
CU000055,AC00413,CO000449,9323137634271,Online,<bound method Timestamp.date of Timestamp('2023-09-18 00:00:00')>,Active
CU000056,AC00143,CO000473,9230570124899,InStore,<bound method Timestamp.date of Timestamp('2024-06-18 00:00:00')>,Active
CU000057,AC00593,CO000274,9386007581683,InStore,<bound method Timestamp.date of Timestamp('2022-08-05 00:00:00')>,Active
CU000058,AC00414,CO000812,9621174137960,InStore,<bound method Timestamp.date of Timestamp('2025-03-05 00:00:00')>,Active
CU000059,AC00054,CO000370,9198352931698,InStore,<bound method Timestamp.date of Timestamp('2023-08-29 00:00:00')>,Active
CU000060,AC00083,CO000364,9169911348022,InStore,<bound method Timestamp.date of Timestamp('2025-07-01 00:00:00')>,Active
CU000061,AC00523,CO000774,9113685737311,InStore,<bound method Timestamp.date of Timestamp('2023-08-27 00:00:00')>,Suspended
CU000062,AC00398,CO000210,9458719078002,InStore,<bound method Timestamp.date of Timestamp('2022-02-14 00:00:00')>,Active
CU000063,AC00425,CO000878,9819321750377,InStore,<bound method Timestamp.date of Timestamp('2022-04-29 00:00:00')>,Active
CU000064,AC00549,CO000075,9628074849685,Online,<bound method Timestamp.date of Timestamp('2024-06-26 00:00:00')>,Active
CU000065,AC00063,CO000275,9293865471704,Online,<bound method Timestamp.date of Timestamp('2022-12-16 00:00:00')>,Active
CU000066,AC00084,CO000963,9491779435943,InStore,<bound method Timestamp.date of Timestamp('2023-11-08 00:00:00')>,Active
CU000067,AC00142,CO000935,9102948200850,SalesRep,<bound method Timestamp.date of Timestamp('2024-10-27 00:00:00')>,Active
CU000068,AC00271,CO000952,9589483640658,InStore,<bound method Timestamp.date of Timestamp('2025-02-13 00:00:00')>,Active
CU000069,AC00387,CO000586,9830559285302,InStore,<bound method Timestamp.date of Timestamp('2025-10-18 00:00:00')>,Active
CU000070,AC00100,CO000019,9718818422920,InStore,<bound method Timestamp.date of Timestamp('2024-11-10 00:00:00')>,Active
CU000071,AC00560,CO000308,9657977543568,Online,<bound method Timestamp.date of Timestamp('2025-09-25 00:00:00')>,Active
CU000072,AC00304,CO000625,9228547497621,Online,<bound method Timestamp.date of Timestamp('2022-10-27 00:00:00')>,Active
CU000073,AC00074,CO000424,9587318520210,Online,<bound method Timestamp.date of Timestamp('2025-10-19 00:00:00')>,Active
CU000074,AC00043,CO000558,9784249133598,InStore,<bound method Timestamp.date of Timestamp('2022-06-01 00:00:00')>,Active
CU000075,AC00362,CO000484,9894400845554,InStore,<bound method Timestamp.date of Timestamp('2024-01-19 00:00:00')>,Active
CU000076,AC00097,CO000468,9850303234281,Online,<bound method Timestamp.date of Timestamp('2025-11-11 00:00:00')>,Active
CU000077,AC00424,CO000722,9206707139377,InStore,<bound method Timestamp.date of Timestamp('2022-08-07 00:00:00')>,Active
CU000078,AC00500,CO000826,9275067938624,InStore,<bound method Timestamp.date of Timestamp('2022-07-16 00:00:00')>,Active
CU000079,AC00551,CO000647,9171947441702,SalesRep,<bound method Timestamp.date of Timestamp('2022-12-31 00:00:00')>,Active
CU000080,AC00527,CO000810,9432288064258,InStore,<bound method Timestamp.date of Timestamp('2023-07-21 00:00:00')>,Active
CU000081,AC00438,CO000743,9878457713777,InStore,<bound method Timestamp.date of Timestamp('2025-04-08 00:00:00')>,Active
CU000082,AC00188,CO000526,9744497018510,Online,<bound method Timestamp.date of Timestamp('2025-05-23 00:00:00')>,Active
CU000083,AC00215,CO000059,9905786095885,InStore,<bound method Timestamp.date of Timestamp('2025-06-26 00:00:00')>,Active
CU000084,AC00449,CO000825,9179051406301,Online,<bound method Timestamp.date of Timestamp('2022-06-23 00:00:00')>,Active
CU000085,AC00357,CO000626,9693974032372,InStore,<bound method Timestamp.date of Timestamp('2024-01-10 00:00:00')>,Active
CU000086,AC00446,CO000319,9465195749403,InStore,<bound method Timestamp.date of Timestamp('2024-06-30 00:00:00')>,Active
CU000087,AC00012,CO000475,9446127920018,SalesRep,<bound method Timestamp.date of Timestamp('2025-07-23 00:00:00')>,Active
CU000088,AC00471,CO000772,9893486737134,InStore,<bound method Timestamp.date of Timestamp('2023-12-27 00:00:00')>,Active
CU000089,AC00447,CO000325,9147948190138,InStore,<bound method Timestamp.date of Timestamp('2023-01-21 00:00:00')>,Active
CU000090,AC00344,CO000253,9657807044757,InStore,<bound method Timestamp.date of Timestamp('2025-11-01 00:00:00')>,Active
CU000091,AC00013,CO000644,9282462804860,SalesRep,<bound method Timestamp.date of Timestamp('2023-07-25 00:00:00')>,Active
CU000092,AC00268,CO000986,9474977848477,InStore,<bound method Timestamp.date of Timestamp('2022-08-09 00:00:00')>,Active
CU000093,AC00062,CO000589,9566268279201,InStore,<bound method Timestamp.date of Timestamp('2022-02-17 00:00:00')>,Active
CU000094,AC00477,CO000758,9243514080141,Online,<bound method Timestamp.date of Timestamp('2022-02-06 00:00:00')>,Active
CU000095,AC00537,CO000050,9955092536801,Online,<bound method Timestamp.date of Timestamp('2023-12-07 00:00:00')>,Active
CU000096,AC00267,CO000417,9815661175279,InStore,<bound method Timestamp.date of Timestamp('2024-01-09 00:00:00')>,Active
CU000097,AC00428,CO000068,9952533171567,InStore,<bound method Timestamp.date of Timestamp('2022-10-30 00:00:00')>,Active
CU000098,AC00177,CO000048,9149294454576,InStore,<bound method Timestamp.date of Timestamp('2023-11-24 00:00:00')>,Active
CU000099,AC00235,CO000257,9969314495869,InStore,<bound method Timestamp.date of Timestamp('2023-04-16 00:00:00')>,Active
CU000100,AC00333,CO000335,9323119237950,InStore,<bound method Timestamp.date of Timestamp('2022-03-08 00:00:00')>,Active
CU000101,AC00470,CO000039,9918738805913,Online,<bound method Timestamp.date of Timestamp('2023-03-30 00:00:00')>,Active
CU000102,AC00272,CO000201,9336374074777,InStore,<bound method Timestamp.date of Timestamp('2022-09-24 00:00:00')>,Active
CU000103,AC00403,CO000206,9842112900594,Online,<bound method Timestamp.date of Timestamp('2023-04-27 00:00:00')>,Active
CU000104,AC00521,CO000234,9831197228223,Online,<bound method Timestamp.date of Timestamp('2022-12-09 00:00:00')>,Active
CU000105,AC00363,CO000881,9513536273132,SalesRep,<bound method Timestamp.date of Timestamp('2023-04-03 00:00:00')>,Active
CU000106,AC00530,CO000840,9186780556733,InStore,<bound method Timestamp.date of Timestamp('2025-06-12 00:00:00')>,Active
CU000107,AC00485,CO000547,9753669244618,InStore,<bound method Timestamp.date of Timestamp('2024-07-03 00:00:00')>,Active
CU000108,AC00443,CO000272,9686401116629,Online,<bound method Timestamp.date of Timestamp('2024-02-29 00:00:00')>,Active
CU000109,AC00318,CO000911,9516782274842,InStore,<bound method Timestamp.date of Timestamp('2023-05-07 00:00:00')>,Active
CU000110,AC00571,CO000212,9222374503264,SalesRep,<bound method Timestamp.date of Timestamp('2022-10-28 00:00:00')>,Active
CU000111,AC00036,CO000841,9690060057234,InStore,<bound method Timestamp.date of Timestamp('2023-12-29 00:00:00')>,Active
CU000112,AC00283,CO000771,9757213710911,Online,<bound method Timestamp.date of Timestamp('2025-01-22 00:00:00')>,Active
CU000113,AC00019,CO000311,9758273183564,InStore,<bound method Timestamp.date of Timestamp('2025-03-14 00:00:00')>,Active
CU000114,AC00317,CO000896,9929005412137,Online,<bound method Timestamp.date of Timestamp('2024-07-22 00:00:00')>,Active
CU000115,AC00562,CO000535,9511417171747,InStore,<bound method Timestamp.date of Timestamp('2025-10-08 00:00:00')>,Active
CU000116,AC00183,CO000827,9702449685923,InStore,<bound method Timestamp.date of Timestamp('2025-12-06 00:00:00')>,Active
CU000117,AC00006,CO000301,9711885594306,InStore,<bound method Timestamp.date of Timestamp('2024-04-25 00:00:00')>,Active
CU000118,AC00009,CO000188,9225123284544,Online,<bound method Timestamp.date of Timestamp('2022-07-03 00:00:00')>,Active
CU000119,AC00203,CO000163,9403357578045,Online,<bound method Timestamp.date of Timestamp('2025-07-23 00:00:00')>,Active
CU000120,AC00421,CO000667,9822678161397,InStore,<bound method Timestamp.date of Timestamp('2022-04-15 00:00:00')>,Active
CU000121,AC00572,CO000321,9379770403736,InStore,<bound method Timestamp.date of Timestamp('2025-02-21 00:00:00')>,Active
CU000122,AC00507,CO000456,9809757903449,Online,<bound method Timestamp.date of Timestamp('2024-02-20 00:00:00')>,Active
CU000123,AC00239,CO000556,9274573601910,InStore,<bound method Timestamp.date of Timestamp('2022-09-24 00:00:00')>,Active
CU000124,AC00135,CO000492,9745321774441,InStore,<bound method Timestamp.date of Timestamp('2025-10-27 00:00:00')>,Active
CU000125,AC00132,CO000334,9262763856188,InStore,<bound method Timestamp.date of Timestamp('2024-02-27 00:00:00')>,Active
CU000126,AC00487,CO000522,9329569368569,InStore,<bound method Timestamp.date of Timestamp('2024-08-31 00:00:00')>,Active
CU000127,AC00004,CO000102,9193013866343,InStore,<bound method Timestamp.date of Timestamp('2022-09-18 00:00:00')>,Active
CU000128,AC00108,CO000244,9642024161169,InStore,<bound method Timestamp.date of Timestamp('2023-01-20 00:00:00')>,Active
CU000129,AC00473,CO000131,9843452709609,Online,<bound method Timestamp.date of Timestamp('2023-07-03 00:00:00')>,Active
CU000130,AC00503,CO000262,9725477939751,InStore,<bound method Timestamp.date of Timestamp('2023-12-18 00:00:00')>,Active
CU000131,AC00145,CO000293,9603468885908,InStore,<bound method Timestamp.date of Timestamp('2024-01-20 00:00:00')>,Suspended
CU000132,AC00410,CO000533,9529065475534,Online,<bound method Timestamp.date of Timestamp('2025-07-03 00:00:00')>,Active
CU000133,AC00071,CO000485,9835789265280,InStore,<bound method Timestamp.date of Timestamp('2022-07-08 00:00:00')>,Active
CU000134,AC00149,CO000552,9185628681050,Online,<bound method Timestamp.date of Timestamp('2022-11-28 00:00:00')>,Active
CU000135,AC00288,CO000791,9407966435589,InStore,<bound method Timestamp.date of Timestamp('2025-04-26 00:00:00')>,Active
CU000136,AC00034,CO000875,9536901107641,InStore,<bound method Timestamp.date of Timestamp('2024-01-28 00:00:00')>,Active
CU000137,AC00296,CO000237,9584819067419,Online,<bound method Timestamp.date of Timestamp('2023-01-12 00:00:00')>,Active
CU000138,AC00377,CO000086,9210310379351,InStore,<bound method Timestamp.date of Timestamp('2022-11-02 00:00:00')>,Active
CU000139,AC00531,CO000976,9926640432083,Online,<bound method Timestamp.date of Timestamp('2023-12-25 00:00:00')>,Active
CU000140,AC00597,CO000527,9580610682259,SalesRep,<bound method Timestamp.date of Timestamp('2025-06-05 00:00:00')>,Active
CU000141,AC00423,CO000580,9919322739631,InStore,<bound method Timestamp.date of Timestamp('2025-05-08 00:00:00')>,Active
CU000142,AC00493,CO000440,9747948221566,InStore,<bound method Timestamp.date of Timestamp('2022-08-21 00:00:00')>,Active
CU000143,AC00564,CO000789,9693374951886,InStore,<bound method Timestamp.date of Timestamp('2023-10-14 00:00:00')>,Active
CU000144,AC00574,CO000562,9656744806294,SalesRep,<bound method Timestamp.date of Timestamp('2023-02-28 00:00:00')>,Active
CU000145,AC00041,CO000004,9571184694507,SalesRep,<bound method Timestamp.date of Timestamp('2025-01-18 00:00:00')>,Active
CU000146,AC00592,CO000585,9638935947901,Online,<bound method Timestamp.date of Timestamp('2024-05-18 00:00:00')>,Active
CU000147,AC00599,CO000042,9315242795285,InStore,<bound method Timestamp.date of Timestamp('2025-06-12 00:00:00')>,Active
CU000148,AC00232,CO000332,9119603011958,InStore,<bound method Timestamp.date of Timestamp('2023-09-30 00:00:00')>,Active
CU000149,AC00285,CO000701,9524710698456,InStore,<bound method Timestamp.date of Timestamp('2024-05-01 00:00:00')>,Active
CU000150,AC00169,CO000022,9278022978829,InStore,<bound method Timestamp.date of Timestamp('2023-09-30 00:00:00')>,Active
CU000151,AC00133,CO000159,9957563785608,InStore,<bound method Timestamp.date of Timestamp('2022-09-21 00:00:00')>,Active
CU000152,AC00478,CO000795,9106579389696,Online,<bound method Timestamp.date of Timestamp('2023-07-31 00:00:00')>,Active
CU000153,AC00308,CO000310,9520597958875,InStore,<bound method Timestamp.date of Timestamp('2025-11-26 00:00:00')>,Active
CU000154,AC00273,CO000303,9851072168578,Online,<bound method Timestamp.date of Timestamp('2022-10-28 00:00:00')>,Active
CU000155,AC00340,CO000908,9249230747166,InStore,<bound method Timestamp.date of Timestamp('2024-01-31 00:00:00')>,Active
CU000156,AC00182,CO000384,9953275614090,Online,<bound method Timestamp.date of Timestamp('2023-09-19 00:00:00')>,Active
CU000157,AC00541,CO000112,9496941183182,SalesRep,<bound method Timestamp.date of Timestamp('2024-11-15 00:00:00')>,Active
CU000158,AC00017,CO000350,9615272493546,Online,<bound method Timestamp.date of Timestamp('2022-05-31 00:00:00')>,Active
CU000159,AC00102,CO000780,9781842724028,Online,<bound method Timestamp.date of Timestamp('2024-12-14 00:00:00')>,Active
CU000160,AC00529,CO000415,9482970474961,SalesRep,<bound method Timestamp.date of Timestamp('2022-03-29 00:00:00')>,Active
CU000161,AC00080,CO000435,9465639788766,InStore,<bound method Timestamp.date of Timestamp('2022-06-23 00:00:00')>,Active
CU000162,AC00162,CO000135,9306212548381,InStore,<bound method Timestamp.date of Timestamp('2025-01-13 00:00:00')>,Active
CU000163,AC00236,CO000796,9982415259042,InStore,<bound method Timestamp.date of Timestamp('2025-06-29 00:00:00')>,Active
CU000164,AC00156,CO000753,9323583342795,InStore,<bound method Timestamp.date of Timestamp('2023-10-09 00:00:00')>,Active
CU000165,AC00107,CO000021,9893400793684,InStore,<bound method Timestamp.date of Timestamp('2024-09-07 00:00:00')>,Active
CU000166,AC00554,CO000360,9745811145967,Online,<bound method Timestamp.date of Timestamp('2022-03-23 00:00:00')>,Active
CU000167,AC00189,CO000113,9861324335616,InStore,<bound method Timestamp.date of Timestamp('2024-05-30 00:00:00')>,Active
CU000168,AC00338,CO000094,9221810198301,Online,<bound method Timestamp.date of Timestamp('2024-04-02 00:00:00')>,Active
CU000169,AC00452,CO000225,9178555344535,SalesRep,<bound method Timestamp.date of Timestamp('2025-03-08 00:00:00')>,Active
CU000170,AC00148,CO000615,9958197402264,InStore,<bound method Timestamp.date of Timestamp('2023-08-30 00:00:00')>,Active
CU000171,AC00429,CO000668,9103239075440,SalesRep,<bound method Timestamp.date of Timestamp('2023-09-23 00:00:00')>,Suspended
CU000172,AC00459,CO000899,9754453854437,Online,<bound method Timestamp.date of Timestamp('2024-12-02 00:00:00')>,Active
CU000173,AC00458,CO000721,9744234830195,InStore,<bound method Timestamp.date of Timestamp('2024-03-04 00:00:00')>,Active
CU000174,AC00406,CO000551,9697261541161,InStore,<bound method Timestamp.date of Timestamp('2025-06-23 00:00:00')>,Active
CU000175,AC00524,CO000932,9517928576167,SalesRep,<bound method Timestamp.date of Timestamp('2025-07-03 00:00:00')>,Active
CU000176,AC00518,CO000809,9203579989570,Online,<bound method Timestamp.date of Timestamp('2024-05-17 00:00:00')>,Active
CU000177,AC00544,CO000946,9984897549405,InStore,<bound method Timestamp.date of Timestamp('2022-08-23 00:00:00')>,Active
CU000178,AC00256,CO000285,9160052266976,Online,<bound method Timestamp.date of Timestamp('2024-09-21 00:00:00')>,Suspended
CU000179,AC00301,CO000783,9697112155472,InStore,<bound method Timestamp.date of Timestamp('2023-09-10 00:00:00')>,Active
CU000180,AC00488,CO000530,9662536135509,InStore,<bound method Timestamp.date of Timestamp('2025-08-17 00:00:00')>,Active
CU000181,AC00216,CO000145,9599008367267,Online,<bound method Timestamp.date of Timestamp('2022-05-03 00:00:00')>,Active
CU000182,AC00060,CO000967,9843102479275,InStore,<bound method Timestamp.date of Timestamp('2024-08-08 00:00:00')>,Active
CU000183,AC00076,CO000609,9772047421523,InStore,<bound method Timestamp.date of Timestamp('2022-01-15 00:00:00')>,Active
CU000184,AC00214,CO000333,9314405751294,Online,<bound method Timestamp.date of Timestamp('2025-07-11 00:00:00')>,Active
CU000185,AC00376,CO000626,9855072394213,InStore,<bound method Timestamp.date of Timestamp('2023-09-19 00:00:00')>,Active
CU000186,AC00212,CO000101,9494484084251,InStore,<bound method Timestamp.date of Timestamp('2025-05-11 00:00:00')>,Active
CU000187,AC00502,CO000510,9542873018484,InStore,<bound method Timestamp.date of Timestamp('2022-07-13 00:00:00')>,Active
CU000188,AC00105,CO000534,9485029843583,InStore,<bound method Timestamp.date of Timestamp('2024-05-12 00:00:00')>,Active
CU000189,AC00525,CO000634,9298668385924,SalesRep,<bound method Timestamp.date of Timestamp('2022-03-18 00:00:00')>,Active
CU000190,AC00078,CO000788,9579411151443,Online,<bound method Timestamp.date of Timestamp('2025-05-04 00:00:00')>,Active
CU000191,AC00394,CO000749,9264579648630,Online,<bound method Timestamp.date of Timestamp('2024-02-27 00:00:00')>,Active
CU000192,AC00386,CO000587,9464050137586,Online,<bound method Timestamp.date of Timestamp('2023-12-07 00:00:00')>,Active
CU000193,AC00147,CO000882,9179915158459,InStore,<bound method Timestamp.date of Timestamp('2025-03-19 00:00:00')>,Active
CU000194,AC00441,CO000053,9643427418774,SalesRep,<bound method Timestamp.date of Timestamp('2025-12-08 00:00:00')>,Active
CU000195,AC00321,CO000242,9481514902903,InStore,<bound method Timestamp.date of Timestamp('2024-09-13 00:00:00')>,Active
CU000196,AC00077,CO000393,9615630508798,InStore,<bound method Timestamp.date of Timestamp('2022-01-19 00:00:00')>,Active
CU000197,AC00164,CO000399,9557422723042,InStore,<bound method Timestamp.date of Timestamp('2025-04-11 00:00:00')>,Active
CU000198,AC00035,CO000852,9101281987964,Online,<bound method Timestamp.date of Timestamp('2025-07-05 00:00:00')>,Active
CU000199,AC00200,CO000513,9169736333163,InStore,<bound method Timestamp.date of Timestamp('2024-05-08 00:00:00')>,Active
CU000200,AC00192,CO000883,9190330924902,InStore,<bound method Timestamp.date of Timestamp('2024-11-26 00:00:00')>,Active
CU000201,AC00233,CO000371,9563769838095,InStore,<bound method Timestamp.date of Timestamp('2022-03-21 00:00:00')>,Active
CU000202,AC00280,CO000654,9338619861659,SalesRep,<bound method Timestamp.date of Timestamp('2024-02-04 00:00:00')>,Active
CU000203,AC00595,CO000182,9293225553333,Online,<bound method Timestamp.date of Timestamp('2025-11-21 00:00:00')>,Active
CU000204,AC00395,CO000997,9338152745850,InStore,<bound method Timestamp.date of Timestamp('2024-04-15 00:00:00')>,Active
CU000205,AC00091,CO000741,9214456461484,SalesRep,<bound method Timestamp.date of Timestamp('2024-08-21 00:00:00')>,Active
CU000206,AC00170,CO000013,9594915260259,InStore,<bound method Timestamp.date of Timestamp('2024-01-02 00:00:00')>,Active
CU000207,AC00096,CO000236,9697864586967,InStore,<bound method Timestamp.date of Timestamp('2024-02-01 00:00:00')>,Active
CU000208,AC00180,CO000444,9715710828066,SalesRep,<bound method Timestamp.date of Timestamp('2022-07-18 00:00:00')>,Active
CU000209,AC00079,CO000302,9207489762878,InStore,<bound method Timestamp.date of Timestamp('2023-03-28 00:00:00')>,Active
CU000210,AC00104,CO000730,9202855245101,InStore,<bound method Timestamp.date of Timestamp('2025-04-29 00:00:00')>,Active
CU000211,AC00276,CO000134,9973125419564,InStore,<bound method Timestamp.date of Timestamp('2024-11-12 00:00:00')>,Active
CU000212,AC00453,CO000793,9428385238682,InStore,<bound method Timestamp.date of Timestamp('2024-12-26 00:00:00')>,Active
CU000213,AC00174,CO000071,9642945154653,Online,<bound method Timestamp.date of Timestamp('2024-07-26 00:00:00')>,Active
CU000214,AC00535,CO000065,9120165455682,SalesRep,<bound method Timestamp.date of Timestamp('2023-07-02 00:00:00')>,Active
CU000215,AC00367,CO000091,9999894906907,InStore,<bound method Timestamp.date of Timestamp('2024-01-13 00:00:00')>,Active
CU000216,AC00121,CO000366,9276337791544,InStore,<bound method Timestamp.date of Timestamp('2023-01-28 00:00:00')>,Active
CU000217,AC00024,CO000083,9885178982207,InStore,<bound method Timestamp.date of Timestamp('2023-12-27 00:00:00')>,Active
CU000218,AC00001,CO000576,9640408747827,SalesRep,<bound method Timestamp.date of Timestamp('2025-05-28 00:00:00')>,Active
CU000219,AC00081,CO000314,9280936684359,Online,<bound method Timestamp.date of Timestamp('2023-01-08 00:00:00')>,Active
CU000220,AC00381,CO000141,9120895071909,Online,<bound method Timestamp.date of Timestamp('2022-07-29 00:00:00')>,Active
CU000221,AC00010,CO000694,9165446713107,InStore,<bound method Timestamp.date of Timestamp('2023-08-17 00:00:00')>,Active
CU000222,AC00463,CO000441,9742423762403,SalesRep,<bound method Timestamp.date of Timestamp('2022-08-01 00:00:00')>,Active
CU000223,AC00106,CO000635,9248489975168,SalesRep,<bound method Timestamp.date of Timestamp('2025-05-09 00:00:00')>,Active
CU000224,AC00556,CO000787,9613880729706,Online,<bound method Timestamp.date of Timestamp('2024-01-02 00:00:00')>,Active
CU000225,AC00533,CO000111,9271314083201,InStore,<bound method Timestamp.date of Timestamp('2022-09-26 00:00:00')>,Active
CU000226,AC00465,CO000450,9618417755853,SalesRep,<bound method Timestamp.date of Timestamp('2022-05-24 00:00:00')>,Active
CU000227,AC00167,CO000704,9590394495247,SalesRep,<bound method Timestamp.date of Timestamp('2025-11-24 00:00:00')>,Active
